gene	score
C16ORF82	2.0096144769154
RPL35AP32	2.00943913344946
TMEM38A	2.00734775042315
LOC100287677	2.00632514007249
LOC100132484	2.00306523639157
IL3	2.00292364145957
MRPL43	2.00271132432636
APOBEC2	2.00267201624429
PPP3CA	2.00250695608116
LOC692246	2.00008449783316
IDI2	1.99952953609886
OR52B5P	1.99912347558007
PLAG1	1.99750252109226
LOC100289178	1.99721472738987
B3GALT5	1.9969270990122
MIOS	1.99636786280632
ZIC4	1.99504217345161
CYP8B1	1.99421442852105
LOC100128908	1.99414486738064
LOC401957	1.99227805334911
LOC375337	1.99122429079042
FBXW8	1.99083257834991
RPL19P3	1.98806092934327
CHP2	1.98754198830776
LOC441940	1.9871836210509
ZNF547	1.9869931040996
LOC100288446	1.9869931040996
ATAD2	1.98646765120846
LOC100287056	1.98632305754298
HLA-DQA2	1.98601878549966
NUP37	1.98598836840612
NCAPD2	1.98587432066697
PCNX	1.98454566837676
TULP1	1.98416669612428
TSPAN18	1.98407578517295
LOC100287744	1.98353066352761
F2RL1	1.98353066352761
DAND5	1.9832658866011
TMEM132A	1.98303148595203
LOC728940	1.98299368959787
CHADL	1.98247994020473
SDCCAG3L	1.98231383913827
HIST1H4C	1.9820119772427
TKTL2	1.98182340523059
HCG4P9	1.98167259834497
NEU2	1.98145400838196
GYS1	1.98022714023294
LRP5L	1.97949094628416
KAT5	1.97931081732666
PDLIM5	1.97752052763906
BEST1	1.97708701828841
HSPB8	1.97691521224425
DUSP3	1.97640760494831
ESPNP	1.97629570127952
ADAM15	1.97556520563736
ZNF726	1.97494734402119
OR52N3P	1.97422621889504
LOC100288365	1.97369161384003
LOC442113	1.97260187673737
HCG4	1.97250561809379
LOC100287443	1.97217995515116
KRT23	1.97186929006585
TMCO2	1.97013454680197
LOC644743	1.96942758818459
LOC136157	1.9693760776052
RBM24	1.96867752158589
IGF2R	1.96812670780141
C9ORF119	1.96784052045259
TADA1L	1.96622914159903
LOC100286952	1.96554219728537
HLA-DRB9	1.96305068406422
CALCA	1.96238978568647
LOC100132659	1.96086066231739
NBPF1	1.96052790691414
CACNG3	1.9602820967184
XAF1	1.96008697884681
LOC100131770	1.95978361040086
RPRD1B	1.95904039798223
TMEM42	1.95860075273843
ZNF304	1.95706137700142
EIF2A	1.95686030608856
CDX2	1.95623605433605
TRABD	1.95566270175408
ERN1	1.95506852717376
LOC100288327	1.95374664036624
DMPK	1.95324022692274
C17ORF93	1.95296939440208
HSP90AB2P	1.95245663054797
LSP1	1.95227870755164
EXOSC1	1.95168844597904
GLS2	1.94975884546075
C1ORF216	1.94931294975356
LOC100128028	1.94831639472393
SLC22A18AS	1.94741339317874
OR9K1P	1.94730767657129
TPM2	1.94724425705161
RPP38	1.94653308564397
ZMAT3	1.94653308564397
VASN	1.94637127326178
UPP1	1.94478399483871
LOC100288205	1.9446788177389
FN3KRP	1.94332745425895
ANKRD29	1.94301986760951
UTS2	1.94295697479928
TAP2	1.94235638629387
CDCA7L	1.94080926027326
HHIPL2	1.9389338594995
TRGV6	1.93883680227336
RPL29P23	1.93849031833461
LOC650866	1.93778421184713
TAF6L	1.93686495315727
PACSIN2	1.93603005461897
CDKL2	1.93578191534036
MAP2K4	1.93441240246454
ENO1P	1.9343849117384
C1ORF62	1.93345109567761
SNX29	1.93242994948661
NLRP6	1.93108292916115
DNAJC8	1.93077572523384
PTBP1	1.93055055810708
IL1R1	1.92977346020411
SESN2	1.92846729190935
KCTD8	1.92843332103646
C10ORF2	1.92843332103646
SUFU	1.92840614594039
ZNF852	1.92835180002015
ALKBH7	1.92558092278584
LOC100127973	1.92558092278584
KBTBD2	1.92471003759785
REG1A	1.92274410588962
CLCC1	1.92189808310213
SLC17A4	1.92142196128248
CES8	1.92118741353543
RPS23P2	1.92093957792724
ARHGAP19	1.920765493736
SUZ12	1.92074541084386
C1ORF227	1.92055800786346
CMTM4	1.91978902360398
LOC100288974	1.91967544393269
KCTD12	1.91816785011287
STAMBPL1	1.9171629882841
LOC100288596	1.91623969113223
HSPA1A	1.91611361187556
PDE4C	1.91480816066437
LOC100128384	1.91385598255004
PRRT1	1.91200289387555
LOC100288622	1.91198972814346
CHI3L1	1.91187783279942
PHC2	1.91181202318918
H6PD	1.91150282887694
ASTE1	1.91122668210764
LOC100287077	1.91111494983804
MUC12	1.9102350707615
LOC100286991	1.91007107780503
ZNF197	1.90837512592367
JAK3	1.90780014247178
LILRA5	1.9070822989655
HLA-L	1.9070496930561
RAB4B	1.90697796719126
LOC100130431	1.90693884812695
TRAV6	1.90583168534672
EMX2OS	1.90565605666794
NARS	1.90520749468096
LOC100131131	1.9051100319138
TRNAL-UAA	1.90453212472866
LOC100287214	1.90372152982613
E2F3	1.9031192577335
IFI27L1	1.90241424648536
LOC100287890	1.89986084731051
RPS10P14	1.89882625524888
CHD2	1.89796030410398
CALY	1.89755027591597
C6ORF125	1.89630293420363
LOC728589	1.89610491042238
SLC5A7	1.89513502957364
LOC100169752	1.89438332303648
LOC100132393	1.89357547717633
MCM8	1.89350556440107
FBXO40	1.89339118163742
SNHG3-RCC1	1.89334670614076
LOC541471	1.89299103692195
TIMM10	1.89219165557418
ZBTB37	1.89150110137397
RXFP2	1.89086835779169
FMO9P	1.89061547219111
PKIG	1.89056490957711
PPM1G	1.890110063406
ZNF526	1.889781806419
SCARA3	1.88917002452963
RP9P	1.88903136819695
CD207	1.88872267318886
WBSCR17	1.88780395357661
STARD10	1.88651665383326
ASSP14	1.88628464466606
ASSP3	1.88628464466606
LOC100288538	1.88621568854394
IMPG2	1.88498851678625
RAB23	1.88408872679317
RPL31P8	1.88395139312242
WIPF1	1.88380785499363
C14ORF101	1.88307828300266
ZNF397	1.88287891639586
NFYA	1.88249285642753
C19ORF40	1.88112522552358
C16ORF38	1.88110039205374
TMOD1	1.88098244891142
GNS	1.88012659342779
FGR	1.8799345253414
NDUFB2	1.8795134574422
MYOZ2	1.87890720986127
UGT2B7	1.8778016594041
MIPEP	1.87759809320739
ITGB3BP	1.87640909479755
SRP14	1.87631679661734
SGTA	1.87583095645008
ZMYM1	1.8756588661626
CDCA4	1.87494651179237
PAPPAS	1.87486060230444
SLC6A13	1.87386751178822
CLEC4F	1.87327988464902
NOL9	1.87294351450726
OR10V1	1.87274179409636
SPAG8	1.87238133225304
ZFPM2	1.87200280381145
LOC100129720	1.87102110158358
DNAJC5	1.8707774798381
LOC100132919	1.86959141100585
TAPBPL	1.86892957321072
LOC149134	1.86885676033843
NFIC	1.86883855866841
GSDMD	1.86784447476807
NPY	1.86690663788707
COLEC12	1.86664071220565
C14ORF93	1.86658633457473
LOC392352	1.86598250971201
VPS28	1.8656627581816
MLN	1.86565672696704
CDC20P	1.86436158874005
COL19A1	1.86281153938512
KDR	1.86200823773034
TICAM1	1.86172676708439
LOC100128833	1.8597725211803
LOC100131341	1.8595458823712
SLC12A3	1.85953395665839
DHRS2	1.85689297026419
LOC645158	1.85672092336335
CLDN8	1.85669126565867
TEAD1	1.85657265116805
HCG18	1.85622881677906
F11	1.85606290627512
ATG5	1.8559148150572
LRSAM1	1.85455428179221
RPS2P6	1.85431801741086
UAP1	1.85419402003527
GK3P	1.85211393776294
LQK1	1.85189049673233
HCG2P8	1.85169653081892
IL33	1.85121485631181
BCL2L11	1.85113266211137
RASL11B	1.85011214769407
LOC442304	1.8499539645833
LOC644383	1.84986024828217
C6ORF127	1.84856160805965
ARFGAP3	1.84839803682072
HNRPLL	1.84821699775992
TMEM25	1.84791929104313
RPL13AP	1.84782592659949
HSPD1P7	1.84654379586407
IRF5	1.84619465010707
DNAJC12	1.84611903151572
KIAA1920	1.8459794556901
ERAF	1.84568297640951
OGDH	1.8455841860253
A4GNT	1.84477710428877
LOC100192389	1.84424358083944
ATP1B1	1.84417402951362
C15ORF26	1.84408130828739
KLHL26	1.8427270682664
TRBV28	1.84268660883945
TD1	1.84209739910856
SLC4A8	1.84147422624408
POM121L2	1.84040841293611
DUSP15	1.84040265746131
UNC119B	1.84030482371602
RNF144B	1.83933319778056
TTC39B	1.83860418210975
LOC138159	1.83835757131854
NDUFA11	1.83758405377838
PIGO	1.83658297940935
C15ORF32	1.83609740664163
CDH1	1.83609740664163
EIF4ENIF1	1.83554381080983
OR52H2P	1.83507056161314
SYTL2	1.8345521699168
SEC1	1.8339603253001
KRT8P16	1.83394894996686
PCGF2	1.83267073732702
LOC644495	1.83242679718512
NUBP1	1.83197324499487
SLC17A1	1.83179759478556
GIN1	1.83165031882112
NME5	1.8315993479347
ACADS	1.8313445648538
OR6C74	1.83034921992151
ZNF167	1.82901175589395
SDC2	1.82887649879389
SFTPD	1.82854976552942
DDX56	1.82788000946721
FAM149A	1.82741897360529
ZEB2	1.82625686392112
HIST1H1C	1.82568513606568
LOC100131646	1.82490697619402
