gene	score
RPS2P39	0.849455687303433
RAD23A	0.849167302891425
DKK3	0.849130880410444
SETD5	0.848913886474614
MYH16	0.848831955105276
NR1D1	0.848693898465686
LOC100129459	0.848627151605992
PRPF8	0.848583161424597
WDR78	0.848401150540936
PRB1	0.848153964097969
LOC400036	0.848126670612945
NLGN1	0.848044793948376
OR1F12	0.847932601825749
OR52J2P	0.847923505634932
HS3ST4	0.847850738633894
EPB41L4B	0.847782523647476
BET1L	0.847609730001708
LZTR1	0.847261188255211
ADAP1	0.847212703646703
C10ORF96	0.847086955974422
PDXDC1	0.846929411530174
CNTNAP2	0.846905175789122
TTC7A	0.846667388963156
FAM18B2	0.846329723061993
TMC3	0.846272193203641
CXCL3	0.846270679297825
KIFC3	0.845849888669145
GPR172B	0.845606261849367
LAMC3	0.845450427535469
ST6GALNAC6	0.845391427668351
ACOXL	0.845338481575082
RPS15AP22	0.844992121306705
BNIP2	0.844896852199693
LOC100289398	0.84482729547297
TM2D3	0.844722968046036
LOC100130710	0.844679123030953
TRIM55	0.844588414361442
CRYBB1	0.844573296925486
TRAV13-1	0.844340512780405
ZWILCH	0.844165199086313
RNMT	0.844153109443095
ROBO4	0.843778391678456
USP15	0.843675667180401
LOC402116	0.843517065954548
SLC39A10	0.84333281307996
PELI3	0.843267878316598
UCKL1	0.843193887222788
LOC728019	0.842961373831178
LOC100289069	0.842787773419226
LOC441884	0.842710793539667
LOC100129623	0.842464793285431
KIAA0892	0.842421031711121
RPS19P1	0.842387834351579
BAHCC1	0.842181126226954
LOC283693	0.842155478823362
OR52D1	0.842028758606388
STAT1	0.84200160603331
WNT9B	0.84139385253263
DUSP7	0.841374252755553
LOC100132088	0.841329023734282
LOC645685	0.841277766257341
SLC2AXP1	0.841214451249028
LOC100288607	0.841066729342197
C13ORF39	0.840848194875896
ANP32E	0.840705038893085
METTL3	0.840605593299602
LRRC56	0.840509169147364
ZNF341	0.840504649456973
KRT27	0.840409739924547
SATB1	0.84033743298072
RASL11A	0.840210906399764
SLC2A6	0.840207894026064
LOC642897	0.839884108304271
KIF25	0.839604067026159
EIF4EBP1P	0.839536324995791
KRT34	0.839363223974226
KRT37	0.839327101715716
STOX1	0.838937351997982
ZNF445	0.838504111936601
ESM1	0.838475535661133
CLPP	0.838328153112468
HAUS4	0.838099595789736
C3ORF46	0.838092078200534
EFCAB4B	0.838090574688378
LOC401777	0.838006381031071
ANAPC13	0.837869579005894
LOC553139	0.837702731827199
SLA2	0.837632091850867
C7ORF52	0.836808768025611
RAD51L3	0.836535453819449
PDRG1	0.836535453819449
C19ORF28	0.836263703301286
CABLES1	0.835789413897062
LOC644051	0.83578791327967
LRRC7	0.83570238119913
LOC100129108	0.835526834500831
ZNF416	0.835498329347502
ATP6V0D1	0.835481826674282
LOC100129274	0.835403817117185
LOC100132883	0.83526581266086
POTEF	0.835261312783374
WDR3	0.835060335501811
FGFBP3	0.835043838864845
UACA	0.834665978122403
TRAF2	0.834616505183282
RPL23AP26	0.834346688738754
HNRNPH3	0.834219296529979
G3BP1	0.833799747322306
PDE10A	0.833488177182157
ZNF343	0.833398316215752
LOC100128705	0.833248562891295
TBX4	0.833050917110871
C18ORF19	0.833046425539526
DGCR11	0.832818874583841
TTC1	0.832530006875947
DOCK6	0.832525517252651
CTNND1	0.832492593861244
MGC57346	0.832302553738836
FAM59B	0.832292079960485
RPSAP22	0.831892648261349
C17ORF56	0.831601012326014
RARB	0.831557646869394
OR7G3	0.831330377635441
FAM134A	0.831304962035633
RFC2	0.831198820334601
NMS	0.831062793253887
LARGE	0.83075193194001
GALR1	0.830487464128593
ANXA10	0.830181232179531
OR7A10	0.830157334424692
CEACAM7	0.830091618043341
CLDN15	0.829916889648469
RFC4	0.829652605096773
OASL	0.829474954834447
EMR2	0.829430173185548
TNFSF13B	0.829425695112138
FAM32A	0.828964542596276
ANKRD43	0.828364860329182
UBR2	0.828202311246264
C9ORF9	0.828176961527039
LOC100287330	0.827981637421235
LOC100286994	0.827752060157079
TRIM71	0.827734172851847
KIAA0564	0.827528487873236
DYRK2	0.827473346402958
HTR1E	0.8273794626612
LOC399804	0.827316877551306
CYP7B1	0.827310917233654
CLEC7A	0.82703081544781
EBF2	0.826765672481182
GARNL4	0.826725459242798
ANKMY2	0.826664397251923
LOC284685	0.826563130500779
CUL9	0.826488675061752
LOC100288059	0.826317444936994
CCDC59	0.825936358755213
NLRP2	0.825903614758502
PSMD11	0.825885754769886
TIGD6	0.825341151601826
SEMG2	0.825284622130791
DTD1	0.825129923378216
LOC100287998	0.82511802429209
KRT18P35	0.82478341032854
PALM2-AKAP2	0.824755158266758
HOXA3	0.824517272274964
ZDHHC24	0.824367130763061
CCNYL2	0.82435226627789
CCDC33	0.82388561405493
CSDE1	0.82377417908003
GPXP2	0.823252799293212
CPM	0.82323646337251
ERP28P	0.823139937416176
TPP1	0.823049358494164
OR56A1	0.822393234145645
ZNF155	0.822382845884148
C6ORF62	0.821369674737624
TRNASUP5P	0.821353364093336
MLLT6	0.821248091554742
LOC100132824	0.821206578126334
LPCAT1	0.821044985756187
COPA	0.820956044975876
ZCCHC24	0.820951598107334
RNF145	0.820600346774791
IGF2BP3	0.820518847225953
LOC100287249	0.82049217583001
CCDC137	0.820378088113226
CUBN	0.820332159709546
TNFAIP8	0.820095137391966
TBX1	0.819911476780605
CCT5	0.819898147651471
AXIN1	0.819649363972757
KCNG4	0.819530913383462
C15ORF21	0.819051306031102
BBS9	0.819036506332345
CACNA2D1	0.819018746930636
COQ3	0.818949191760968
EIF2C3	0.818824890261081
LOC390352	0.818816012066639
LOC100288051	0.81850827454828
C3ORF49	0.818317457045703
LOC100289392	0.818249420801729
KRT8P5	0.817878246253652
GALC	0.817875289140049
LTA4H	0.817718572352176
LOC442132	0.817665352351182
POLR3K	0.817300266445702
SGCG	0.81681414704866
LOC646091	0.816388766266752
SRF	0.816334127360829
C9ORF153	0.816220427179927
C8ORFK29	0.8161303605009
MLXIPL	0.816022584488
LOC643711	0.815802632723044
MT1B	0.815680126371221
GPR123	0.815559108019585
LOC143188	0.81528169638373
FCGBP	0.815209402594388
ZSCAN20	0.815191698642383
PPM1H	0.815112034020013
RAP1GDS1	0.814856847000141
LOC116437	0.8147624559991
OLAH	0.814514714151858
LPHN2	0.814435093460227
FSHR	0.814259651270029
MORC3	0.814140246970888
LOC100287035	0.814101922125855
LOC100128081	0.813930948921725
BAX	0.813854313484302
DDX18P5	0.813749684354861
TRAV17	0.813740842864819
PNPLA3	0.813658325358347
CCDC144NL	0.813599387674173
BTN2A3	0.813440270041545
RLF	0.813431430776942
LOC100289449	0.813256131823834
LOC401744	0.81312356937979
SLC47A1	0.812943896431608
MAPK6PS6	0.812898246011419
CDH5	0.812871740093205
PRKD3	0.81273038483994
RPL26	0.812606712313424
GFAP	0.812528687232909
LOC100131725	0.812474219825599
CRYAA	0.812354988779737
MAP3K11	0.812190145120284
NAPSA	0.812048868118994
ELK4	0.812031209633449
LOC100128027	0.811931149664429
SPHKAP	0.811891422225447
HPCAL1	0.811860523992109
LOC100287290	0.811845810820086
ITFG3	0.811806086133436
LOC646938	0.811667795365008
KCNAB3	0.811061852883503
TSFM	0.810736943314945
CASP9	0.810719303616283
LOC402213	0.810709013908556
RPL9P23	0.810562027454529
FLJ16779	0.810412119310296
RPS15AP6	0.810221086303717
LOC100287124	0.809740695489418
S100A11	0.809659914169455
C14ORF105	0.809646695911033
TRNAE31P	0.809639352495259
C15ORF52	0.809532143596487
AARSD1	0.80913863451679
PPP3R2	0.808977155859954
PAPSS1	0.808933119887205
AES	0.808880278790448
C3ORF56	0.80876579749473
NCKAP1	0.808740847849932
COL6A3	0.808715898708552
CSMD2	0.808586758258352
CMTM8	0.808404810508737
GPR148	0.808247828716222
MICALL2	0.807831263318049
USHBP1	0.807818064593576
SURF4	0.807728610281109
CCR3	0.807417770135771
MYO19	0.807360595774657
LOC100288262	0.807199348973751
LOC100130203	0.806915019386841
CERK	0.80656043162519
RPL6P26	0.806444699723951
C14ORF138	0.806425656268842
LOC283922	0.806311401679048
LOC100289567	0.806087317473491
LOC100132992	0.806079995143254
EPHX1	0.805691973464512
BID	0.805618775429997
EIF3I	0.805465073605703
TMEM87B	0.80539188894851
RBL1	0.804619322070906
POLE4	0.804609082932974
RPS16P8	0.804158644340042
MARVELD1	0.803999274961667
FAM35A2	0.803740525978426
NCRNA00085	0.803730294073965
LOC100287850	0.803683520725083
EPHB4	0.803435066784069
HNF1A	0.803407301483731
GPS1	0.803331315407606
LOC100289603	0.803088775503258
ZNF311	0.803061017924892
NENF	0.803008426315278
SLC2A13	0.802881339093763
OR6K1P	0.802790779101673
ASPG	0.802760107048594
MESP2	0.802733817318463
ASPRV1	0.802716291139932
PAX7	0.802644728469764
PTPN7	0.802522059168843
SLC10A6	0.802479711857237
LOC100288939	0.801999389634693
LOC100130683	0.801765865142513
LMX1B	0.801646200785108
LOC100287256	0.80160096481081
STEAP4	0.801535302605431
LOC100287022	0.801504661425561
C3ORF32	0.801471102901498
PDZD8	0.801396693741496
LOC100287656	0.801154529939397
UBE2G1	0.801078681062442
LOC730109	0.8010465925403
MANBAL	0.801017421872271
KLHDC1	0.800849703756497
FAM8A6P	0.800690756943536
FLJ25363	0.800378755056083
PTPNS1L	0.800336480421065
IRF9	0.800180513968095
LOC100286967	0.799747699697032
SLC4A7	0.799663194529664
SLITRK1	0.799527706782573
NDRG2	0.799463610167152
LOC100287918	0.799390777090797
GOLGA2	0.799306296034351
LOC729505	0.799092205800026
HMBS	0.798796617579203
AP4S1	0.798715088282843
C16ORF72	0.798667046719213
TKT	0.798515655060454
HSPA12B	0.79844287712333
PSMA4	0.798237666114994
SLCO4A1	0.79798883828483
FAM168A	0.797945189373882
ZHX2	0.797862260631114
GABRR2	0.79752478269837
CIDECP	0.797447699191504
PA2G4P5	0.797207752567393
STAU2	0.797084161611713
KIAA1217	0.797037636406458
LOC100129387	0.796914062206874
HSP90AB3P	0.796794860981206
GHRLOS	0.796789046576882
GHRL	0.796789046576882
SIGIRR	0.796774510683919
ALDH16A1	0.796741078768986
SF3B1	0.796496907435944
PPP2R1A	0.796116211172936
AMMECR1L	0.795838753392666
FAM165B	0.795824228495149
SLC9A5	0.795652847382014
PTPN2	0.795400175487244
IVD	0.795395819520595
BTF3	0.795379847771997
ALDOA	0.794987877530589
ZNF80	0.794974813959541
HDAC9	0.794921109592739
SYCE2	0.794906595292562
MGST3	0.794864504768997
C21ORF63	0.794860150657277
FLJ46010	0.794355175908282
ACTGP1	0.794320357530405
LOC100288237	0.794279737306597
C20ORF151	0.793608242780778
LOC100131216	0.793527049558969
TNFSF12	0.793441512358961
TXNDC2	0.793142902558349
CCDC12	0.793044347857996
HTR2A	0.792877691994032
SKI	0.79271395594053
GBP3	0.792653103709655
ASCL4	0.792606742075217
LOC286238	0.792574869439754
AP4B1	0.792108462049782
PSMD14	0.791898490137811
ZNF451	0.7918637395338
JAM3	0.791633540930077
LOC100287750	0.790941749795187
RPS11P6	0.79081153857836
PDE7A	0.790287935489892
CEP170L	0.790172251331143
RPH3AL	0.789917783396671
OR1D2	0.789875858929556
DNAJC13	0.789747202853082
TAGLN2	0.789742866359152
GRINL1A	0.789661921198267
LOC645207	0.789554965885074
LOC153684	0.789135903706476
FLJ22536	0.788755977456036
USP30	0.788397824271177
HSPA8	0.788210123077789
BBX	0.788155261820072
SLC24A2	0.788084523173317
C1ORF168	0.788055651389554
WDR51A	0.787902641901127
ARHGEF19	0.787872330889809
CTSL3	0.787735218691179
LOC647979	0.787726559470572
LYN	0.787634198125651
LOC100289498	0.78726626258814
ARHGAP22	0.787263377240472
ZNF767	0.787259049231258
CAPS	0.787169607008821
LOC729537	0.787140756022321
RBM42	0.787136428430854
LOC150519	0.787094595806678
RPIA	0.786940259763488
OR6K4P	0.786935932854856
TADA2B	0.786872473220812
TNR	0.786612898616986
C1ORF50	0.78636779348141
MFI2	0.78634328556622
NCOA3	0.786026166903906
PRICKLE1	0.785990135693992
TNFSF13	0.785596741268924
LOC100289669	0.785469958719491
LOC100289377	0.785354712811407
LOC92973	0.785245238859418
C17ORF54	0.785135774317431
ACCN2	0.785079605375943
MAPT	0.785006157420315
LOC100127988	0.784954314354152
TFAP2E	0.784892393456597
IL12B	0.784879433649597
CACNG8	0.784474865961683
ECM1	0.784372664551901
LOC317727	0.784186995628874
LOC158381	0.784073304750521
SGPP2	0.784040206779334
RRH	0.783979769221989
SLC2A14	0.783795596230491
KPRP	0.783788402512568
DHX33	0.783707835642716
FAM171A1	0.783644536670683
USE1	0.783552471043269
LOC100289630	0.783397125355034
RPSAP58	0.783341032946881
NME4	0.78328781935071
DDX59	0.783282066662355
SH2D5	0.783264808752823
TMEM156	0.78298440041055
RPL26P16	0.782964270898331
LOC100288317	0.782844938162467
CENPJ	0.782804683850585
LOC100129388	0.782801808591133
POMT1	0.782798933338148
SMCR8	0.782396461769704
OTOL1	0.782096128078821
NDUFAF2	0.781991243459994
GLS	0.781986933317225
RPS15AP2	0.781936649391591
ISCA2	0.781910789856825
B3GNT3	0.781533012932881
LOC100287622	0.781455460369728
CARD8	0.781439663201596
GABRR1	0.781364988319209
TBC1D8	0.780615608622526
C2CD2	0.780487884562274
MPO	0.780018715558056
OR51A6P	0.779753359586067
C20ORF71	0.779598474452508
OR4D2	0.779512435236795
IFNNP1	0.779366181811808
KIRREL3	0.77922998037886
C14ORF86	0.779066557737886
ZNF556	0.77901495491069
SPRR2A	0.778617969185788
LOC81691	0.778256919064105
CHMP5	0.778122267615536
LOC100132805	0.778115105699622
OR2J3	0.77795898585017
RBM12B	0.777874488519676
PLCD3	0.77780145292941
MCART4P	0.777688327558259
TBC1D9B	0.777214454732817
SACS	0.777167220182009
LOC100289349	0.776931073431452
MLF1IP	0.776885280289834
CECR2	0.776443174050325
ZNF69	0.776192857559911
NOP2	0.776169973907426
DEFB119	0.775659488070311
CACNG6	0.775615169707102
C1ORF89	0.775450776181817
LOC100287973	0.775450776181817
BICD1	0.775164924302465
TBC1D9	0.775136342598293
LOC285442	0.774821985632646
C1ORF213	0.774534844597727
CITED2	0.774480566405719
DARS2	0.774247767408987
RPL10AP9	0.773976459565884
TMEM40	0.773955042952093
THEM5	0.773897933717405
ESCO1	0.773752316591932
C19ORF36	0.773449713864494
LOC100288390	0.772954568773474
CCDC90A	0.772753425629307
PRKACG	0.772210067480068
OR6B3	0.772148757912318
MRPL42P4	0.772130223032974
SUPT4H1	0.771986230312947
C1ORF91	0.77187218803259
RHD	0.771843679031038
ABCA11P	0.771602803009097
ZNF721	0.771602803009097
RPL37P16	0.771434643923681
NUP50	0.771158226389147
RPS15P4	0.771102665028826
C16ORF90	0.770998671956873
CHPT1	0.770579934923108
BRIP1	0.770481679480939
LOC100287461	0.770451777127113
OR1N2	0.769979126649708
C7ORF50	0.769879493385529
C18ORF58	0.769843911928988
RABGGTA	0.769720096056986
C9ORF130	0.769703018931728
TMEM138	0.769601983866534
PMP22	0.769488150951764
SERPINA11	0.769227795642396
CARD9	0.769226373079036
NUAK1	0.769192232025403
PDE4A	0.768966070186011
BLZF1	0.768927669251969
C4ORF48	0.768887847258729
SOSTDC1	0.768850870785315
FBXW2	0.768445620640101
BCL9	0.768411500073464
OR4F14P	0.768259390097393
TMCC2	0.768191159621847
LOC100130906	0.768063237118227
LOC100190799	0.767727855559465
RNASE1	0.767440860257796
C19ORF6	0.767411027739975
C20ORF72	0.767385457554003
OR7G15P	0.767384037002827
RANGRF	0.767341421187604
LOC100216355	0.767286022711114
CD300LB	0.767138304951304
IGJP1	0.767121261671577
LOC646870	0.767112740115276
OXER1	0.76686137925887
DMXL1	0.766561797687778
SHMT1	0.766475201616997
PTBP1P	0.765862095478595
YKT6	0.765466284059535
LOC729324	0.765025216209901
TTLL11	0.764829548882269
DDAH1	0.764421293966183
PKP3	0.764383026600179
ACTB	0.764255476796814
LOC390394	0.764237053964028
PLEKHG4	0.763666074732435
FAM180A	0.763552758596172
IL20RA	0.763497520534504
FBXW4	0.763355895122494
PAQR3	0.763137821928251
OR4K14	0.763117998892038
THOC7	0.763055699873187
C16ORF87	0.762768313195373
IL23A	0.762588551590501
C14ORF50	0.761936238072109
LOC100288294	0.761875409742312
LOC100287676	0.761616567207643
SPRR4	0.761523226682259
ZNF141	0.761504842209384
EVI5L	0.761243244904669
PTH2R	0.761207897913148
GABPB2	0.760735753296607
HAGHL	0.76066226100817
LOC100286956	0.760638235574218
GARNL3	0.760611384138187
AHR	0.760477135183043
FNIP1	0.760412135350654
LOC100128264	0.760385288531337
LLGL1	0.760246824165681
XRCC6	0.759919089053568
LOC283236	0.759652158270234
MOBKL2C	0.7595052988073
CST8	0.759501062719721
SLC41A2	0.759341513344222
ASTN2	0.759108577729707
XKR4	0.758862981147511
C16ORF91	0.75879382715145
TTLL10	0.75866964132924
EXOC3L	0.75859767535555
LAMB4	0.75856522139794
LOC100132598	0.758524302329274
AP1S3	0.758424126521787
FGB	0.758283046742547
C20ORF112	0.758216744459813
LOC100288597	0.757972724339599
FOS	0.757720288593934
LOC100287415	0.757720288593934
XIRP1	0.757665295033099
DSG2	0.757641324198031
LOC400456	0.757477770118324
LOC100287315	0.757396000676543
ROCK2	0.756992866765586
HK1	0.756705391860249
TBX15	0.756620852318415
HOXC6	0.756606762920508
TMEM215	0.756222180356267
RAB37	0.756063026893602
RPL21P111	0.755985569747629
CTRB2	0.755833485274994
RPS11P4	0.755760265652622
LOC391106	0.755471650833921
CADM3	0.755343554178067
FBXL13	0.75521969227587
MYO10	0.755028292122321
PDZD3	0.754991704065904
LOC285847	0.75491993812149
EPB41L4A	0.754852397254798
CSN3	0.75477078996819
RPS3P6	0.754670898235483
LOC100288286	0.754600556463452
LOC646557	0.754499270870619
ACAT2	0.754448630976706
CCDC13	0.754115299954167
KIAA0391	0.754035144232672
MXD4	0.753973272953757
C11ORF41	0.753869223220357
C5ORF23	0.753794706129824
LOC100287337	0.753610540333472
DLX2	0.753610540333472
EXOC7	0.75338563967765
RPL7AP44	0.75326196055863
LOC119358	0.753107377861096
RNF160	0.753066627238428
LOC100131909	0.752983724659141
ADORA2B	0.752983724659141
WSCD2	0.752868512718917
C9ORF102	0.752591763891735
ANO8	0.752572098656178
SLC27A2	0.752191493203995
LOC100289331	0.751978064774391
LOC100289450	0.751972448699357
LOC642474	0.751935944789722
ACP6	0.75190505764878
AMPD2	0.751896634007565
EIF4A2	0.751580785964633
IGFBP6	0.751485344420911
LOC646808	0.751364648741384
PTCRA	0.75115977183342
REL	0.751048926925585
LOC645163	0.750967552993911
RPS4P20	0.750745904399323
CD80	0.75022138945096
SLC25A35	0.74957374403299
QKI	0.749464432322335
SLC25A5P5	0.749461629575719
AGA	0.74928366722
LOC440489	0.748864778648505
CENPL	0.748443220827684
RNU7-73P	0.748298997365115
TST	0.748048393611874
ZBTB10	0.747649484550682
SAMD5	0.747478759840592
VPS13D	0.74746756553881
HEATR7B2	0.747348631866424
RAB38	0.747338837799847
HCG11	0.747330442942692
SOS2	0.747264685050354
RPL7AP38	0.746958323848315
CYBASC3	0.746677204707228
C9ORF156	0.746674407798356
PLXNA4	0.746433895481537
CNTN1	0.746344413548305
ARHGAP18	0.746320645914295
LOC100286898	0.74631365551394
HSP90AA1	0.74630666515005
IL17A	0.746115143366114
UNC45B	0.746059229758842
OR56A7P	0.745980954626895
PDE12	0.74564833629191
FOXP1	0.7454541141585
RPL5P8	0.745278080980205
SSH1	0.745124420100997
SH2D7	0.745046199502297
SLC22A16	0.745011281063922
SRP68	0.744983346967252
IL17RC	0.744881392447189
CRTAM	0.744695659592501
TP63	0.744487613442019
GAPDHL18	0.744301935033304
SMCR5	0.744267035941864
RASAL2	0.744233533666877
DNMT3A	0.743904139108844
RPL21P31	0.743386482805533
NUP43	0.743346027499997
KRTAP12-3	0.743226063746568
SLC22A17	0.743097742269166
QARS	0.743007087731871
EFCAB8	0.742817430296756
PITPNA	0.742811852541398
UGT1A8	0.74277002011281
PCDH1	0.742480017679496
FGFBP2	0.74176225134797
HLA-DMA	0.741688405822459
LOC391711	0.741397243067312
C1ORF113	0.741380527496608
C14ORF23	0.741342918219892
CAPZA1	0.741331774931869
P2RY11	0.741217561536538
LOC100288045	0.740856877829069
INTS2	0.7408053594531
ERI2	0.740732958572291
ACSM3	0.740732958572291
OR2AD1P	0.740440609892755
C1ORF81	0.740432258003273
LOC645931	0.740277757362531
LOC727919	0.73942066929175
LOC650531	0.739052121525846
C22ORF40	0.739029872798856
OR7E24	0.738705917152736
UBE2O	0.738619727421723
RNF130	0.738465433703594
LOC100287840	0.738462653797841
NFATC1	0.73811798969732
SGK196	0.737972089783627
S1PR1	0.737658110868194
OR52E2	0.737633106824662
POLR2D	0.737494203868492
OR7G1	0.737094242828583
LOC100287405	0.73707480328346
TOE1	0.736969279183949
USP29	0.736611113831804
CCND3	0.736296061979425
LOC100287341	0.736296061979425
C9ORF100	0.736167008975455
C7ORF26	0.736086530513575
RPL12P29	0.73594223624317
RPS6P18	0.735178009567857
ELAVL3	0.735065700287338
NETO1	0.734909037395915
C1ORF106	0.734483504468868
TMEM44	0.734475189189601
DBIL2	0.73409412670892
LOC100130043	0.734024854074238
CFHR4	0.733956970309474
RIMKLA	0.733919566414975
KLHL3	0.733823983349133
KIAA1826	0.733702090035364
OBSL1	0.733360015889349
SCIN	0.733246471785196
NHLRC2	0.733231240978151
LOC100288000	0.732860215670066
SNAPC1	0.732547414510863
C1ORF21	0.732534959311622
GATA3	0.732503129874272
EID2	0.73246299816316
ABAT	0.732245753859115
MYH15	0.731851481457269
FAM150A	0.731839032603022
SYNJ1	0.731833499815313
RNU7-64P	0.731641249355603
PPP1R16B	0.731502956396055
SLCO6A1	0.731299691139451
DHRS9	0.731189083287036
HTR3C	0.731086778987207
VSTM1	0.731056365670915
LOC100287607	0.730988629351144
CDC5L	0.730886340041263
HLA-T	0.730858695594559
LOC100131616	0.730743977108753
LOC388564	0.730567080702016
LOC100129924	0.730558789243892
MRPS6	0.730544970258626
KRT8P10	0.730326648803183
PSMB2	0.729769948466364
AP2S1	0.729761661832762
LOC338591	0.729659464138205
ATP6V1C2	0.729375007979486
PL-5283	0.729329445244382
TGM1	0.729096132539504
LOC100288910	0.728824214561176
TACC1	0.728595127535812
LOC100288487	0.728533032219015
TRAV39	0.728439204625115
TMC5	0.728384014918371
GPRIN2	0.728032232675338
NRG1	0.727863960874508
NLRP8	0.727094586800025
ZIM3	0.726971912814016
RPS2P40	0.726886460996469
ZNF813	0.726863031586594
C5ORF45	0.726605334405832
MAL	0.726530928155776
SAMD14	0.726525416741709
FXR2	0.726405548945057
OR5D15P	0.726276048342567
BRWD2	0.725904146241867
OR2Z1	0.725741642775155
ST8SIA2	0.725701708416269
CYP2F1P	0.725668660166864
PDXDC2	0.725518576006621
ANKLE2	0.725252870736559
TAGLN	0.725117972633673
WDHD1	0.725102831833569
LDLRAD3	0.725079432742178
HIST1H3G	0.724966572111846
ACTL7B	0.724908769023576
RPL23P9	0.724819316637602
ADORA2BP	0.724802802985167
HSD17B1	0.724729870051061
RNASE9	0.72440103167449
LRRC33	0.724248334211461
LOC729852	0.723918235247538
LOC285456	0.723832972502815
RASGRP4	0.723600589478173
LOC100287211	0.723518096028136
SEC13	0.723461728335637
GRWD1	0.723284391319191
ABI2	0.723200542201121
C14ORF85	0.723170302783153
MSH2	0.722793739963914
RPL34P7	0.722682439925734
NR5A2	0.722679691889899
VMAC	0.722579392316471
IGFN1	0.722494212085717
CCDC34	0.722292273451698
BPIL3	0.722292273451698
IMPDH1P6	0.722132941306035
CASQ1	0.722084870551871
ALPL	0.722062895905707
RPL31P55	0.722046415149897
LOC100287932	0.722042294991589
COPS7B	0.721994227383615
RBM5	0.721869259409057
HHAT	0.721867886197232
NEFL	0.721262432375509
C22ORF31	0.721127922987726
CDH4	0.720876782216512
ANKRD36	0.720793078729635
LOC728732	0.720784845872576
BTF3P1	0.720343087511772
TRAM2	0.720208667216678
PDLIM4	0.719960435367273
KLK12	0.719939865657714
RPL27P2	0.719874044634037
LOC100286948	0.719469588051619
ZNF75A	0.719439429904036
BLOC1S1	0.719390081619356
LOC728638	0.719347588666881
LOC340970	0.718976173307934
FAM83A	0.718972062253896
LSM10	0.718641847263672
C8ORF84	0.718545948881628
RPS3AP10	0.718463755527664
SPIC	0.718366499661798
TBX6	0.71820350858752
FAM185A	0.718135030635268
CDCP1	0.717657148273311
LOC100289219	0.717629767430185
LOC100130097	0.717561317676042
IGHV1-68	0.717540783405395
TMEM69	0.717460018209434
RPL21P10	0.71735051355378
RPL10AP8	0.717205433133232
EIF3D	0.717048051634789
NBR1	0.716920790889181
LONP2	0.716695034263893
SAP30BP	0.716622526250132
RPL13AP2	0.716581485648015
CDC7	0.716534974424644
XIRP2	0.716407760466752
LOC100216488	0.716383139749546
CCDC39	0.716302441554084
BOD1	0.715842961058387
CCDC60	0.715755458099311
GPR155	0.715644720023364
LOC100130301	0.715605075191324
CHORDC1	0.715126691742156
CPAMD8	0.715113026048598
RAB3GAP2	0.714942216145486
FLJ90680	0.714939483356586
FAM177B	0.714767328418081
PCIF1	0.714673062070861
RPL21P120	0.714535089447666
LOC100129857	0.714525527492675
CD68	0.714364350082747
SPOPL	0.714012009864214
FANCM	0.714009278890947
FLJ35848	0.714007913406311
TXNIP	0.713998355051129
CD24L1	0.713947833400213
CDRT1	0.713924621360772
OSBPL3	0.713872737016393
HCG2P6	0.7137894530081
EIF2C1	0.713652932556778
CD24L2	0.713534170582904
GLRX3	0.713328067366974
CLDN11	0.713283028976979
FZD4	0.713242086241581
OR1J2	0.712513505465988
LOC646758	0.712333465149281
RPS15P8	0.712107083582977
DAPP1	0.712098901800135
RELT	0.712011632415636
LOC100288114	0.711899826440863
UTRN	0.711264610159043
CNIH4	0.711191019962169
ZNF860	0.710892610303455
PRR11	0.710808140527755
LOC391053	0.710693705695592
KCNN4	0.710527519297304
SULT1A2	0.710441709413711
RFPL1S	0.710347733162105
NDUFS2	0.710282362078268
C3ORF51	0.710103968938876
WDR17	0.709989591335263
KRTAP11-1	0.709785368712848
CDH24	0.709755418550885
NMT2	0.709736359688389
AHSA2	0.709544424086852
TSPYL5	0.709435536076739
ETV6	0.709089872377675
BRSK2	0.709023198972084
TCN2	0.708771501256547
ARG1	0.708764699238803
MAPK1IP1L	0.708753816078617
TTC9C	0.708737491495738
TSPO	0.708627305501021
CAPN10	0.708428720372318
LOC222701	0.708417839802789
LOC340844	0.70770262627152
OR51M1	0.707464755252977
TRIT1	0.707368258997176
LOC100289566	0.707149467941869
LOC643445	0.707036688260664
LOC134997	0.706983698503915
UBE2J2	0.706558493608976
LOC100128365	0.706337111607283
SEMA3A	0.706259703984486
NKAIN4	0.706194521900117
RPS19P6	0.706171437298064
AKAP8L	0.706107617121284
NEUROD6	0.70598813175711
SAMM50	0.705870014088404
RAN	0.705567297669195
QSER1	0.705468216206519
DOLPP1	0.70546278728542
GRAP2	0.705294501042728
RPL17P47	0.705264645892415
BARX1	0.7049579884631
AP2B1	0.704747708634687
NEUROD1	0.704720578023538
LOC100130530	0.704716508476607
RAGE	0.704609347940559
LOC100129384	0.704563230706668
PRRX1	0.704484563589382
LOC338651	0.704439806658187
RPL32P17	0.704240452014125
UQCRH	0.704108920398427
TRAPPC3	0.704057395869733
HEMGN	0.704023499172807
SAA2	0.703928592724482
SLFN5	0.703596470071882
LOC100286992	0.703578849405701
EHMT2	0.703573427706208
RBM9	0.703385036493017
LOC391174	0.703361997554365
LOC100129640	0.703279331494598
PHB2	0.703004264290135
LOC642513	0.702772598701324
LOC100288346	0.702738732623447
RPL6	0.702248442105046
C14ORF106	0.702187506186
ELOVL3	0.702052102366484
